article_id	span_start	span_end	span	context	label
758386255	5290	5304	my translation	Here’s my translation: “The Church’s ‘path’ of the last 50 years has been ‘fruitful’.	Whataboutism,Straw_Men,Red_Herring
761968851	4199	4205	rocket	Trump—is that blue-collar wages have begun to rocket.	Loaded_Language
736231219	846	875	filth and degenerate behavior	“Jews were responsible for all of this filth and degenerate behavior that Hollywood is putting out, turning men into women and women into men,” Farrakhan said in his keynote speech.	Loaded_Language
762546428	371	383	brainwashing	The indoctrination is getting so bad, that some parents are even concerned about liberal violence against those who reject the brainwashing.	Loaded_Language
790677230	7400	7497	If they're really concerned with going to the truth, why wouldn't you want to talk to the accused	Which leads me then to wonder: If they're really concerned with going to the truth, why wouldn't you want to talk to the accused?” Grassley said his staff contacted the other individuals who allegedly attended the party at which the conduct Ford complained of allegedly took place: Mark Judge, Patrick Smyth, and Leland Keyser.	Doubt
774007496	2242	2254	Allahu Akbar	Gyulchekhra Bobokulova beheaded a 4-year-old girl and displayed her head in the street while shouting, “Allahu Akbar.	Repetition
730149656	7	20	Crime Stopper	Muslim Crime Stopper Sofian Zakkout's New Crush: Anti-Semite Pastor Steve Anderson  For nearly two millennia, Jews have suffered persecution after persecution at the hands of those who used religion as a vehicle for hate and even mass murder.	Name_Calling,Labeling
999001619	8680	8697	partisan warriors	“The Guardian, an otherwise solid and reliable paper, has such a pervasive and unprofessionally personal hatred for Julian Assange that it has frequently dispensed with all journalistic standards in order to malign him.” It was also apparently evidence of the paper’s clickbait tendencies: “They [Guardian editors] knew that publishing this story would cause partisan warriors to excitedly spread the story, and that cable news outlets would hyperventilate over it, and that they’d reap the rewards regardless of whether the story turned out to be true or false.” And finally, in a bizarre tweet, Greenwald opined, “I hope the story [maligning Assange] turns out true” – apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned.	Name_Calling,Labeling
752287274	6882	6904	I’m just a human being	Abid: My signatures are not very consistent, I’m just a human being… Hadeed: You were aware you were changing beneficiary from your father’s spouse to yourself?	Thought-terminating_Cliches
761674108	3038	3047	Americans	"Bush-Obama ""open borders"" brought in tens of millions of Third World peoples, legally and illegally, to rising resistance from Americans forced to bear the economic and social costs."	Flag-Waving
788056108	1338	1405	Pope Francis is sounding more and more like the men who abused them	They tell me that Pope Francis is sounding more and more like the men who abused them.	Bandwagon,Reductio_ad_hitlerum
780414700	1711	1720	crucified	They will be crucified in the media, yes.	Loaded_Language
999000599	1808	1896	Sorry Hillary, we don’t think they look anything alike. Or did you mean all black people	Sorry Hillary, we don’t think they look anything alike. Or did you mean all black people?	Doubt
727634031	8017	8133	Haig did not mention the incendiary rounds -- which are meant to ignite what they hit -- in Friday's news conference	Haig did not mention the incendiary rounds -- which are meant to ignite what they hit -- in Friday's news conference.	Doubt
759478604	35	46	Death-Knell	A Sister Speaks: ‘Cor Orans is the Death-Knell of Carmel’  Under the first part of my ongoing analysis of “Cor orans,” a commenter wrote: “When the enemy wants to take a soul, he tries to make it give up prayer.” The Vatican presents a choice: the world, or Christ.	Loaded_Language
999001032	5521	5542	the gun-toting people	I do think he would support anybody doing that stuff, Bill Nelson… But I don’t think he can say it just [be]cause he’s trying to get the moderates and the gun-toting people in North Florida…” More Elections… This is the seventh release in a series Project Veritas Action Fund began publishing in October 2018 exposing dishonesty and unethical conduct in elections across the country.	Name_Calling,Labeling
999000142	2825	2940	Clearly, she was speaking of all black people and not being specific to Holder or Booker as they look nothing alike	Clearly, she was speaking of all black people and not being specific to Holder or Booker as they look nothing alike.	Causal_Oversimplification
789615291	9166	9230	why has Grassley so far allowed himself to be played by the Dems	––why has Grassley so far allowed himself to be played by the Dems?	Doubt
782086447	24320	24330	aggressive	They must be shepherds!”Of course I was not in a position to ask for explanations about the meaning of his words and the aggressive way in which he had upbraided me.	Loaded_Language
761674108	3319	3330	superiority	To call them nativists and parade their moral superiority.	Exaggeration,Minimisation
